subject;list;music;song_number;music_set;snippet_file;Pool;familiarity;preference;pleasantness;offensiveness;distraction;actual_artist;artist_name;accuracy_artist;actual_song_name;song_name;accuracy_song;;
191;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;4;3;3;2;6;Nicki Minaj (feat. Rihanna);NA;0;Fly;;0;;
192;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;8;8;2;7;Jessie J (feat. B.o.B);Jessie jay;1;Price tag;Price tag;1;;
192;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;7;6;2;8;Iggy Azalea (ft. Charli XCX);charlie xcx and Iggy azalea;1;Fancy;fancy;1;;
192;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;8;10;9;1;5;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
192;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;6;4;1;NA;Eminem;;0;The way I am;;0;;
192;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;7;7;1;2;Post Malone;;0;WoW;;0;;
192;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;3;4;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
193;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;8;7;8;1;6;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
193;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;3;5;4;5;6;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
193;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;8;8;1;6;Outkast;NA;0;Ms. Jackson;NA;0;;
193;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;7;7;1;6;Eminem;NA;0;The way I am;NA;0;;
193;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;5;1;3;Post Malone;NA;0;WoW;NA;0;;
193;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;6;8;8;1;6;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
194;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;8;6;6;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
194;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;9;5;4;1;10;Iggy Azalea (ft. Charli XCX);Charlie XCX;1;Fancy;Fancy;1;;
194;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;8;7;1;6;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
194;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;7;7;1;7;Eminem;Eminem;1;The way I am;I am whatever you say i am;1;;
194;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;5;5;1;4;Post Malone;;0;WoW;;0;;
194;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;4;5;5;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
195;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;7;8;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;;0;;
195;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;4;3;1;9;Iggy Azalea (ft. Charli XCX);Azalea Banks;1;Fancy;;0;;
195;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;7;8;1;7;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
195;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;7;6;1;8;Eminem;Eminem?;1;The way I am;;0;;
195;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;4;1;5;Post Malone;;0;WoW;;0;;
195;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;6;8;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
196;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;1;4;5;;8;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
196;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;1;1;1;10;10;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
196;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;1;2;2;10;10;Outkast;NA;0;Ms. Jackson;NA;0;;
196;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;5;4;5;7;Eminem;NA;0;The way I am;NA;0;;
196;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;6;5;3;6;Post Malone;NA;0;WoW;NA;0;;
196;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;3;5;7;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
197;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;5;4;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
197;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;7;6;1;8;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
197;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;1;3;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
197;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;2;2;5;1;6;Eminem;;0;The way I am;;0;;
197;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;10;10;10;1;2;Post Malone;Post Malone;1;WoW;Wow;1;;
197;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;2;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
198;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;10;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
198;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;10;9;1;5;Iggy Azalea (ft. Charli XCX);Charlie XCX;1;Fancy;Fancy;1;;
198;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;9;1;5;Outkast;Outcast;1;Ms. Jackson;Miss Jackson;1;;
198;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;8;8;8;1;4;Eminem;Eminem;1;The way I am;Forget about Dre;0;;
198;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;1;1;1;9;Post Malone;;0;WoW;;0;;
198;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;1;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
199;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;3;5;5;10;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
199;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;9;8;8;5;10;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
199;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;10;8;4;9;Outkast;NA;0;Ms. Jackson;NA;0;;
199;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;10;8;5;9;Eminem;NA;0;The way I am;NA;0;;
199;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;6;5;5;7;Post Malone;NA;0;WoW;NA;0;;
199;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;7;6;4;9;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
200;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;1;8;Jessie J (feat. B.o.B);Jessi J;1;Price tag;It's not about the money;0;;
200;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;8;7;2;9;Iggy Azalea (ft. Charli XCX);Don't know, sorry;0;Fancy;Don't know, sorry;0;;
200;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;9;1;6;Outkast;Andre 3000 ?;0;Ms. Jackson;Miss Jackson;1;;
200;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;9;8;2;4;Eminem;Eminem;1;The way I am;It's an orchestral version, but can't remember which song - sorry;0;;
200;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;6;6;1;5;Post Malone;Don't know, sorry;0;WoW;Don't know, sorry;0;;
200;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;7;8;1;4;Nicki Minaj (feat. Rihanna);Don't know, sorry;0;Fly;Don't know, sorry;0;;
201;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;6;6;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
201;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;2;2;2;10;Iggy Azalea (ft. Charli XCX);;0;Fancy;Fancy;1;;
201;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;5;6;2;9;Outkast;;0;Ms. Jackson;Ms Jackson;1;;
201;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;5;5;1;2;Eminem;;0;The way I am;;0;;
201;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;5;4;1;3;Post Malone;;0;WoW;;0;;
201;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;6;7;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
202;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;2;10;Jessie J (feat. B.o.B);Jessie J and B.O.B;1;Price tag;Price Tag;1;;
202;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;10;10;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy ;1;;
202;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;9;9;1;9;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
202;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;8;2;2;2;2;Eminem;;0;The way I am;;0;;
202;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;2;2;2;2;2;Post Malone;;0;WoW;;0;;
202;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;2;2;2;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
203;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;9;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag ;1;;
203;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;8;8;1;5;Iggy Azalea (ft. Charli XCX);Iggy Azaela;1;Fancy;Fancy;1;;
203;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;9;4;5;Outkast;Ms Jackson;0;Ms. Jackson;;1;;
203;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;8;5;6;6;6;Eminem;;0;The way I am;;0;;
203;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;10;10;10;6;7;Post Malone;post malone;1;WoW;;0;;
203;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;5;6;6;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
204;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;8;2;3;1;10;Jessie J (feat. B.o.B);;0;Price tag;;0;;
204;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;8;7;3;10;Iggy Azalea (ft. Charli XCX);I forget her name, but in my mind i know who she is if you showed me a photo of her. I just forgot the name.;0;Fancy;;0;;
204;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;8;1;10;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
204;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;8;3;3;10;Eminem;Eminem;1;The way I am;Way I Am (instrumental);1;;
204;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;8;7;1;5;Post Malone;;0;WoW;;0;;
204;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;1;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
